Code_Local,Item_Local,Code_FAOFBS,Item_FAOFBS,PHYTAC,PCT2_Local,PCT2_FAO,Code_FAOPIE,Item_FAOPIE,PCT1,NDB_No,Shrt_Desc
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",2,20041,"Rice, brown, medium-grain, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,1,20055,"Rice, white, glutinous, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",1,20055,"Rice, white, glutinous, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,2,20447,"Rice, white, long-grain, parboiled, unenriched, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",2,20447,"Rice, white, long-grain, parboiled, unenriched, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,1,20445,"Rice, white, long-grain, regular, cooked, unenriched, without salt"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",1,20445,"Rice, white, long-grain, regular, cooked, unenriched, without salt"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,30,20451,"Rice, white, medium-grain, cooked, unenriched"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",30,20451,"Rice, white, medium-grain, cooked, unenriched"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,60,20453,"Rice, white, short-grain, cooked, unenriched"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",60,20453,"Rice, white, short-grain, cooked, unenriched"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,1,20089,"Wild rice, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",1,20089,"Wild rice, cooked"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1939,Cheese and Curd,100,1012,"Cheese, cottage, creamed, large or small curd"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,984,"Cheese, sheep milk",75,1019,"Cheese, feta"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1021,Cheese of goat mlk,100,1159,"Cheese, goat, soft type"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.2,0.2,904,"Cheese, skimmed cow milk",40,1029,"Cheese, mozzarella, low moisture, part-skim"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.2,0.2,904,"Cheese, skimmed cow milk",60,1028,"Cheese, mozzarella, part skim milk"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,2,2,901,"Cheese, whole cow milk",60,1026,"Cheese, mozzarella, whole milk"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,2,2,901,"Cheese, whole cow milk",40,1027,"Cheese, mozzarella, whole milk, low moisture"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,984,"Cheese, sheep milk",25,1039,"Cheese, roquefort"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1809,"Skim Milk&Buttermilk,Dry",80,1094,"Milk, buttermilk, dried"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,893,"Buttermilk, curdled, acidified milk",100,1230,"Milk, buttermilk, fluid, whole"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,1,1,1130,"Milk, whole fresh camel",100,10_018,"Milk, camel, raw (average of different breeds)"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1935,Milk Condensed + Evaporated,50,1095,"Milk, canned, condensed, sweetened"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.5,0.5,896,"Milk, skimmed condensed",100,1095,"Milk, canned, condensed, sweetened"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,889,"Milk, whole condensed",100,1095,"Milk, canned, condensed, sweetened"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.5,0.5,1935,Milk Condensed + Evaporated,50,1214,"Milk, canned, evaporated, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.8,0.8,894,"Milk, whole evaporated",100,1214,"Milk, canned, evaporated, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.5,0.5,1936,Milk Dry,50,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.3,0.3,898,"Milk, skimmed dried",100,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1809,"Skim Milk&Buttermilk,Dry",20,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.5,0.5,1936,Milk Dry,50,1212,"Milk, dry, whole, without added vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.3,0.3,897,"Milk, whole dried",100,1212,"Milk, dry, whole, without added vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,3,3,1020,"Milk, whole fresh goat",100,1106,"Milk, goat, fluid, with added vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,10,10,951,"Milk, whole fresh buffalo",100,1108,"Milk, indian buffalo, fluid"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,18,18,888,"Milk, skimmed cow",100,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,2,2,982,"Milk, whole fresh sheep",100,1109,"Milk, sheep, fluid"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.1,0.1,1937,Milk Fresh,100,1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,60,60,882,"Milk, whole fresh cow",100,1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.2,0.2,900,"Whey, dry",100,1115,"Whey, sweet, dried"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.2,0.2,891,Yoghurt,100,1116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce"
2848,Milk - Excluding Butter,2848,Milk - Excluding Butter,0,0.2,0.2,892,"Yoghurt, concentrated or not",100,1116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce"
